"sequence","category","product_hint","source_filename","file_name","relative_path","public_url","bytes","sha256"
"00254","cartoes-e-papelaria","cartao de visita 48x88mm em couche fosco 300g 4x4 laminacao fosca frente e verso refile","00254_524x524-100-cartao-de-visita-48x88mm-em-couche-fosco-300g-4x4-laminacao-fosca-frente-e-verso-refile_4681_813.webp","00254-cartao-de-visita-48x88mm-em-couche-fosco-300g-4x4-lamin.webp","cartoes-e-papelaria/00254-cartao-de-visita-48x88mm-em-couche-fosco-300g-4x4-lamin.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00254-cartao-de-visita-48x88mm-em-couche-fosco-300g-4x4-lamin.webp","6376","1db713dc177d7edd2a73f6f6c80d896fcee04c9990b35be2b0e18055c732dc8d"
"00255","cartoes-e-papelaria","cartao de visita 48x88mm em perolizado 250g 4x0 sem enobrecimento refile","00255_524x524-100-cartao-de-visita-48x88mm-em-perolizado-250g-4x0-sem-enobrecimento-refile_4706_758.webp","00255-cartao-de-visita-48x88mm-em-perolizado-250g-4x0-sem-eno.webp","cartoes-e-papelaria/00255-cartao-de-visita-48x88mm-em-perolizado-250g-4x0-sem-eno.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00255-cartao-de-visita-48x88mm-em-perolizado-250g-4x0-sem-eno.webp","6492","798a20c6030854d0019737139079133c3293f60485fce69366fb1f04285d2ea6"
"00256","cartoes-e-papelaria","cartao de visita 48x88mm em reciclato 240g 4x0 sem enobrecimento refile","00256_524x524-100-cartao-de-visita-48x88mm-em-reciclato-240g-4x0-sem-enobrecimento-refile_4686_312.webp","00256-cartao-de-visita-48x88mm-em-reciclato-240g-4x0-sem-enob.webp","cartoes-e-papelaria/00256-cartao-de-visita-48x88mm-em-reciclato-240g-4x0-sem-enob.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00256-cartao-de-visita-48x88mm-em-reciclato-240g-4x0-sem-enob.webp","9612","00abf47568c68f2c19f9e958232247c08a43f83a9cdaccfe65bf423e87ebf2c0"
"00257","cartoes-e-papelaria","cartao de visita 88x48mm em couche fosco 300g 4x4 laminacao fosca e verniz localizado frente e verso refile","00257_524x524-100-cartao-de-visita-88x48mm-em-couche-fosco-300g-4x4-laminacao-fosca-e-verniz-localizado-frente-e-verso-refile_20847.webp","00257-cartao-de-visita-88x48mm-em-couche-fosco-300g-4x4-lamin.webp","cartoes-e-papelaria/00257-cartao-de-visita-88x48mm-em-couche-fosco-300g-4x4-lamin.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00257-cartao-de-visita-88x48mm-em-couche-fosco-300g-4x4-lamin.webp","8038","05565afdf5ca0c2ff0e75dea4a5147ac62cf03e1b98863635e2f881d53274357"
"00258","cartoes-e-papelaria","cartao de visita dourado 48x88mm em couche fosco 300g 4x4 laminacao soft touch hot stamping dourado frente refile","00258_524x524-100-cartao-de-visita-dourado-48x88mm-em-couche-fosco-300g-4x4-laminacao-soft-touch-hot-stamping-dourado-frente-refile_2733","00258-cartao-de-visita-dourado-48x88mm-em-couche-fosco-300g-4.webp","cartoes-e-papelaria/00258-cartao-de-visita-dourado-48x88mm-em-couche-fosco-300g-4.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00258-cartao-de-visita-dourado-48x88mm-em-couche-fosco-300g-4.webp","6638","d62254e36fcf66845ac10f2f47d42bdab4fffe806ba627d7b02b1f2c568a0ca5"
"00259","diversos","cartela capelinha 54x80mm em couche brilho 250g 4x0 sem enobrecimento faca padrao","00259_524x524-100-cartela-capelinha-54x80mm-em-couche-brilho-250g-4x0-sem-enobrecimento-faca-padrao_2783_376.webp","00259-cartela-capelinha-54x80mm-em-couche-brilho-250g-4x0-sem.webp","diversos/00259-cartela-capelinha-54x80mm-em-couche-brilho-250g-4x0-sem.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00259-cartela-capelinha-54x80mm-em-couche-brilho-250g-4x0-sem.webp","5908","80b08ed01afe50bf3293b0093697897565b03131801cf9d076139d0d553c9144"
"00260","diversos","cartela gravatinha 65x46mm em kraft 280g 1x0 sem enobrecimento faca padrao","00260_524x524-100-cartela-gravatinha-65x46mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_43850_534.webp","00260-cartela-gravatinha-65x46mm-em-kraft-280g-1x0-sem-enobre.webp","diversos/00260-cartela-gravatinha-65x46mm-em-kraft-280g-1x0-sem-enobre.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00260-cartela-gravatinha-65x46mm-em-kraft-280g-1x0-sem-enobre.webp","9890","74e00e60871a222cec4e032d4701c9468f958c542f9d50d2da21aec06740e49b"
"00261","diversos","cartela para bijuterias 88x48mm em kraft 280g 1x0 sem enobrecimento faca padrao","00261_524x524-100-cartela-para-bijuterias-88x48mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_43750_551.webp","00261-cartela-para-bijuterias-88x48mm-em-kraft-280g-1x0-sem-e.webp","diversos/00261-cartela-para-bijuterias-88x48mm-em-kraft-280g-1x0-sem-e.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00261-cartela-para-bijuterias-88x48mm-em-kraft-280g-1x0-sem-e.webp","19568","a3307b2049cef803995d55f09dfbab8882c17755aea3809f66bc11eb4d7daa95"
"00262","diversos","cartela para brincos 38x48mm em kraft 280g 1x0 sem enobrecimento faca padrao","00262_524x524-100-cartela-para-brincos-38x48mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_43650_993.webp","00262-cartela-para-brincos-38x48mm-em-kraft-280g-1x0-sem-enob.webp","diversos/00262-cartela-para-brincos-38x48mm-em-kraft-280g-1x0-sem-enob.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00262-cartela-para-brincos-38x48mm-em-kraft-280g-1x0-sem-enob.webp","9624","edf19d2d49ac0cf24124ed27c052278c72c0e812fb3a2d30065d8b91669e03a3"
"00263","diversos","cartela para brincos 98x71mm em kraft 280g 1x0 sem enobrecimento faca padrao","00263_524x524-100-cartela-para-brincos-98x71mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_43740_693.webp","00263-cartela-para-brincos-98x71mm-em-kraft-280g-1x0-sem-enob.webp","diversos/00263-cartela-para-brincos-98x71mm-em-kraft-280g-1x0-sem-enob.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00263-cartela-para-brincos-98x71mm-em-kraft-280g-1x0-sem-enob.webp","16622","91700a4d8636a18c3365adecf236398a3e77aeba07faba91bf65588c0a92e148"
"00264","cartoes-e-papelaria","certificado de garantia 48x88mm em kraft 280g 1x0 sem enobrecimento faca padrao","00264_524x524-100-certificado-de-garantia-48x88mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_43870_749.webp","00264-certificado-de-garantia-48x88mm-em-kraft-280g-1x0-sem-e.webp","cartoes-e-papelaria/00264-certificado-de-garantia-48x88mm-em-kraft-280g-1x0-sem-e.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00264-certificado-de-garantia-48x88mm-em-kraft-280g-1x0-sem-e.webp","17638","cc0252bb65c1230441146851f6177c1e217a5b5d32f0a4d94835ebf09dad3be8"
"00265","embalagens","cinta para panetone 85x470mm em cartao triplex certificado 300g 4x0 sem enobrecimento faca padrao","00265_524x524-100-cinta-para-panetone-85x470mm-em-cartao-triplex-certificado-300g-4x0-sem-enobrecimento-faca-padrao_31246_804.webp","00265-cinta-para-panetone-85x470mm-em-cartao-triplex-certific.webp","embalagens/00265-cinta-para-panetone-85x470mm-em-cartao-triplex-certific.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00265-cinta-para-panetone-85x470mm-em-cartao-triplex-certific.webp","14222","991549c55b5a6f551acb3b856be6c78962981ee17ab708b5d2c30ad2fb545392"
"00266","embalagens","embalagem almofada para bijuteria 80x85mm em kraft 280g 1x0 sem enobrecimento faca padrao","00266_524x524-100-embalagem-almofada-para-bijuteria-80x85mm-em-kraft-280g-1x0-sem-enobrecimento-faca-padrao_74995.webp","00266-embalagem-almofada-para-bijuteria-80x85mm-em-kraft-280g.webp","embalagens/00266-embalagem-almofada-para-bijuteria-80x85mm-em-kraft-280g.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00266-embalagem-almofada-para-bijuteria-80x85mm-em-kraft-280g.webp","4852","0a2c02c2a7f397c1b66273d68f3a2580c0e3b53373674ce8aa6a7062a578e796"
"00267","embalagens","embalagem para capinha de celular 90x13x167mm em couche brilho 250g 4x0 verniz total brilho frente faca padrao","00267_524x524-100-embalagem-para-capinha-de-celular-90x13x167mm-em-couche-brilho-250g-4x0-verniz-total-brilho-frente-faca-padrao_61842_2","00267-embalagem-para-capinha-de-celular-90x13x167mm-em-couche.webp","embalagens/00267-embalagem-para-capinha-de-celular-90x13x167mm-em-couche.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00267-embalagem-para-capinha-de-celular-90x13x167mm-em-couche.webp","11444","60201caf77de754ce2dd194482c374743fbf032312555e83d8e1f5faea477e1c"
"00268","embalagens","embalagem para tortas 80x240mm em cartao triplex certificado 300g 4x0 sem enobrecimento faca padrao","00268_524x524-100-embalagem-para-tortas-80x240mm-em-cartao-triplex-certificado-300g-4x0-sem-enobrecimento-faca-padrao_33421_45.webp","00268-embalagem-para-tortas-80x240mm-em-cartao-triplex-certif.webp","embalagens/00268-embalagem-para-tortas-80x240mm-em-cartao-triplex-certif.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00268-embalagem-para-tortas-80x240mm-em-cartao-triplex-certif.webp","30190","307f500d1f81cfab8b76c71bff421e9b12bf4fd7a9a672c495f1afd9a0748980"
"00269","cartoes-e-papelaria","envelope aba lateral 113x229mm em sulfite 90g 4x0 sem enobrecimento faca padrao","00269_524x524-100-envelope-aba-lateral-113x229mm-em-sulfite-90g-4x0-sem-enobrecimento-faca-padrao_50341_381.webp","00269-envelope-aba-lateral-113x229mm-em-sulfite-90g-4x0-sem-e.webp","cartoes-e-papelaria/00269-envelope-aba-lateral-113x229mm-em-sulfite-90g-4x0-sem-e.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00269-envelope-aba-lateral-113x229mm-em-sulfite-90g-4x0-sem-e.webp","11304","2eec85630ef10405d4700e311b4808778bba32e87b09a969190a259d1d399b82"
"00270","cartoes-e-papelaria","envelope carta 114x162mm em sulfite 90g 4x0 sem enobrecimento faca padrao","00270_524x524-100-envelope-carta-114x162mm-em-sulfite-90g-4x0-sem-enobrecimento-faca-padrao_27269_193.webp","00270-envelope-carta-114x162mm-em-sulfite-90g-4x0-sem-enobrec.webp","cartoes-e-papelaria/00270-envelope-carta-114x162mm-em-sulfite-90g-4x0-sem-enobrec.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00270-envelope-carta-114x162mm-em-sulfite-90g-4x0-sem-enobrec.webp","9914","066a59be3c714cb5a667bf09e03520ce354c2b55ad9b9b887d4ffe47dc038855"
"00271","cartoes-e-papelaria","envelope comercial 114x162mm em sulfite 80g 1x0 sem enobrecimento modelo padrao","00271_524x524-100-envelope-comercial-114x162mm-em-sulfite-80g-1x0-sem-enobrecimento-modelo-padrao_50205_806.webp","00271-envelope-comercial-114x162mm-em-sulfite-80g-1x0-sem-eno.webp","cartoes-e-papelaria/00271-envelope-comercial-114x162mm-em-sulfite-80g-1x0-sem-eno.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00271-envelope-comercial-114x162mm-em-sulfite-80g-1x0-sem-eno.webp","5464","9ca96fc7016183e82d7d560547fa6d762c39e6a843a758a5b3c2257421a34a15"
"00272","cartoes-e-papelaria","envelope oficio 115x230mm em sulfite 80g 1x0 sem enobrecimento modelo padrao","00272_524x524-100-envelope-oficio-115x230mm-em-sulfite-80g-1x0-sem-enobrecimento-modelo-padrao_50210.webp","00272-envelope-oficio-115x230mm-em-sulfite-80g-1x0-sem-enobre.webp","cartoes-e-papelaria/00272-envelope-oficio-115x230mm-em-sulfite-80g-1x0-sem-enobre.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00272-envelope-oficio-115x230mm-em-sulfite-80g-1x0-sem-enobre.webp","5188","40f6028c928a97075f090e8696faeec2463ed9ac6cf99674a420af85062e4dc5"
"00273","adesivos-e-rotulos","etiqueta adesiva 50x100mm em adesivo sulfite 80g 4x0 sem enobrecimento meio corte padrao","00273_524x524-100-etiqueta-adesiva-50x100mm-em-adesivo-sulfite-80g-4x0-sem-enobrecimento-meio-corte-padrao_52057_7.webp","00273-etiqueta-adesiva-50x100mm-em-adesivo-sulfite-80g-4x0-se.webp","adesivos-e-rotulos/00273-etiqueta-adesiva-50x100mm-em-adesivo-sulfite-80g-4x0-se.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00273-etiqueta-adesiva-50x100mm-em-adesivo-sulfite-80g-4x0-se.webp","14416","987a738c6c70090add8f193b58daf3f1ffb1e0877fee22d44fb39078593621ae"
"00274","cartoes-e-papelaria","ficha clinica 210x148mm em alta alvura 150g 1x1 sem enobrecimento refile","00274_524x524-100-ficha-clinica-210x148mm-em-alta-alvura-150g-1x1-sem-enobrecimento-refile_27284_518.webp","00274-ficha-clinica-210x148mm-em-alta-alvura-150g-1x1-sem-eno.jpg","cartoes-e-papelaria/00274-ficha-clinica-210x148mm-em-alta-alvura-150g-1x1-sem-eno.jpg","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00274-ficha-clinica-210x148mm-em-alta-alvura-150g-1x1-sem-eno.jpg","10030","85303966351248984d3fed8459b17b3ba0d5c0dfada3420dcb89867d30d747b8"
"00275","cartoes-e-papelaria","ficha rx 2 espacos 110x80mm em alta alvura 240g 1x0 sem enobrecimento faca padrao","00275_524x524-100-ficha-rx-2-espacos-110x80mm-em-alta-alvura-240g-1x0-sem-enobrecimento-faca-padrao_27278_203.webp","00275-ficha-rx-2-espacos-110x80mm-em-alta-alvura-240g-1x0-sem.webp","cartoes-e-papelaria/00275-ficha-rx-2-espacos-110x80mm-em-alta-alvura-240g-1x0-sem.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00275-ficha-rx-2-espacos-110x80mm-em-alta-alvura-240g-1x0-sem.webp","13856","c173f95ab60d446c27e2425e11addeaada3cc45fff13f6173eb9804cc79e88e7"
"00276","cartoes-e-papelaria","fichas 148x105mm em alta alvura 150g 1x0 sem enobrecimento refile","00276_524x524-100-fichas-148x105mm-em-alta-alvura-150g-1x0-sem-enobrecimento-refile_25976_416.webp","00276-fichas-148x105mm-em-alta-alvura-150g-1x0-sem-enobrecime.webp","cartoes-e-papelaria/00276-fichas-148x105mm-em-alta-alvura-150g-1x0-sem-enobrecime.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00276-fichas-148x105mm-em-alta-alvura-150g-1x0-sem-enobrecime.webp","7848","11e06797e8604c70aa881926032da85096a92ee61c5124817c481c4130970467"
"00277","calendarios-e-agendas","ima de geladeira 50x40mm em manta magnetica 03mm 1665g 4x0 verniz total brilho frente montado bloco de calendario 2026","00277_524x524-100-ima-de-geladeira-50x40mm-em-manta-magnetica-03mm-1665g-4x0-verniz-total-brilho-frente-montado-bloco-de-calendario-2026","00277-ima-de-geladeira-50x40mm-em-manta-magnetica-03mm-1665g.webp","calendarios-e-agendas/00277-ima-de-geladeira-50x40mm-em-manta-magnetica-03mm-1665g.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00277-ima-de-geladeira-50x40mm-em-manta-magnetica-03mm-1665g.webp","18960","830d50320a73e677269431cdc1d8f764b819e485f85a533c5dededce8235ffa0"
"00278","adesivos-e-rotulos","lacre fecha sacola 40x100mm em offset adesivo 50g 4x0 sem enobrecimento redondo bobina 330mm","00278_524x524-100-lacre-fecha-sacola-40x100mm-em-offset-adesivo-50g-4x0-sem-enobrecimento-redondo-bobina-330mm_139853.webp","00278-lacre-fecha-sacola-40x100mm-em-offset-adesivo-50g-4x0-s.webp","adesivos-e-rotulos/00278-lacre-fecha-sacola-40x100mm-em-offset-adesivo-50g-4x0-s.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00278-lacre-fecha-sacola-40x100mm-em-offset-adesivo-50g-4x0-s.webp","7170","96333f132503d3a7ca836be9e75e1e8a77d30e697c5765704c788ebe4af619fa"
"00279","diversos","mapa guia personalizado 100x210mm em couche brilho 115g 4x4 sem enobrecimento dobra sanfona dobra cruzada","00279_524x524-100-mapa-guia-personalizado-100x210mm-em-couche-brilho-115g-4x4-sem-enobrecimento-dobra-sanfona-dobra-cruzada_66981.webp","00279-mapa-guia-personalizado-100x210mm-em-couche-brilho-115g.webp","diversos/00279-mapa-guia-personalizado-100x210mm-em-couche-brilho-115g.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00279-mapa-guia-personalizado-100x210mm-em-couche-brilho-115g.webp","17136","7cc2a2d586ff5b5b56452e0da7ac200740f9703413c0792c0e229708f00fa44f"
"00280","cartoes-e-papelaria","prontuario odontologico 420x297mm em alta alvura 150g 1x1 sem enobrecimento refile","00280_524x524-100-prontuario-odontologico-420x297mm-em-alta-alvura-150g-1x1-sem-enobrecimento-refile_27296_961.webp","00280-prontuario-odontologico-420x297mm-em-alta-alvura-150g-1.webp","cartoes-e-papelaria/00280-prontuario-odontologico-420x297mm-em-alta-alvura-150g-1.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00280-prontuario-odontologico-420x297mm-em-alta-alvura-150g-1.webp","15660","9e672dc01f62d7a6661927745c5f21f82d590d6a2f3568143576730467d1854a"
"00281","adesivos-e-rotulos","rotulo bisnaga personalizado 45x70mm em bopp adesivo branco brilho 50g 4x0 hot stamping dourado especial bobina 330mm_","00281_524x524-100-rotulo-bisnaga-personalizado-45x70mm-em-bopp-adesivo-branco-brilho-50g-4x0-hot-stamping-dourado-especial-bobina-330mm_","00281-rotulo-bisnaga-personalizado-45x70mm-em-bopp-adesivo-br.webp","adesivos-e-rotulos/00281-rotulo-bisnaga-personalizado-45x70mm-em-bopp-adesivo-br.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00281-rotulo-bisnaga-personalizado-45x70mm-em-bopp-adesivo-br.webp","8352","e50b1bdbbd0f7c32344e6a05a3cedb53851acf18049205aada32734bccf0e520"
"00282","adesivos-e-rotulos","rotulo para garrafa de cerveja 90x100mm em bopp adesivo metalizado 50g 4x0 hot stamping dourado cantos arredondados 3m","00282_524x524-100-rotulo-para-garrafa-de-cerveja-90x100mm-em-bopp-adesivo-metalizado-50g-4x0-hot-stamping-dourado-cantos-arredondados-3m","00282-rotulo-para-garrafa-de-cerveja-90x100mm-em-bopp-adesivo.webp","adesivos-e-rotulos/00282-rotulo-para-garrafa-de-cerveja-90x100mm-em-bopp-adesivo.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00282-rotulo-para-garrafa-de-cerveja-90x100mm-em-bopp-adesivo.webp","13032","aa242249a79247e2f0d88d3166b5ade7993279bea94ee4f8e05e15aa5dd50da6"
"00283","adesivos-e-rotulos","rotulo para garrafa de vinho 60x98mm em bopp adesivo metalizado 50g 4x0 laminacao brilho especial bobina 330mm","00283_524x524-100-rotulo-para-garrafa-de-vinho-60x98mm-em-bopp-adesivo-metalizado-50g-4x0-laminacao-brilho-especial-bobina-330mm_141240","00283-rotulo-para-garrafa-de-vinho-60x98mm-em-bopp-adesivo-me.webp","adesivos-e-rotulos/00283-rotulo-para-garrafa-de-vinho-60x98mm-em-bopp-adesivo-me.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00283-rotulo-para-garrafa-de-vinho-60x98mm-em-bopp-adesivo-me.webp","8506","69fe28215c7b8fe2ef52d0190f5615f3e69a8227a27cf1f4809d247209a151fe"
"00284","adesivos-e-rotulos","rotulo para shampoo 120x95mm em bopp adesivo branco brilho 50g 4x0 hot stamping dourado especial bobina 330mm","00284_524x524-100-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-brilho-50g-4x0-hot-stamping-dourado-especial-bobina-330mm_142126.w","00284-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","adesivos-e-rotulos/00284-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00284-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","5452","ceab6e22afdfafa25ba96af2464774af9151ecdb59d742941526f0c315fc4924"
"00285","adesivos-e-rotulos","rotulo para shampoo 120x95mm em bopp adesivo branco brilho 50g 4x0 hot stamping prata especial bobina 330mm","00285_524x524-100-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-brilho-50g-4x0-hot-stamping-prata-especial-bobina-330mm_142130.web","00285-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","adesivos-e-rotulos/00285-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00285-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-branco-bri.webp","5522","72dd1cac28b9713738b2a9f7eb35d05b0962b7fe6de61cdafd95068c3554dafc"
"00286","adesivos-e-rotulos","rotulo para shampoo 120x95mm em bopp adesivo transparente 50g 4x0 hot stamping dourado especial bobina 330mm","00286_524x524-100-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-transparente-50g-4x0-hot-stamping-dourado-especial-bobina-330mm_142282.we","00286-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-transparen.webp","adesivos-e-rotulos/00286-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-transparen.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00286-rotulo-para-shampoo-120x95mm-em-bopp-adesivo-transparen.webp","4196","c6afffbd3d5f056bbab7051aa63265baa7f9b7875c9b2c0c47527b08ad6a64e8"
"00287","embalagens","saco kraft delivery 310x100mm em kraft 110g 1x0 sem enobrecimento","00287_524x524-100-saco-kraft-delivery-310x100mm-em-kraft-110g-1x0-sem-enobrecimento_30719_597.webp","00287-saco-kraft-delivery-310x100mm-em-kraft-110g-1x0-sem-eno.webp","embalagens/00287-saco-kraft-delivery-310x100mm-em-kraft-110g-1x0-sem-eno.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00287-saco-kraft-delivery-310x100mm-em-kraft-110g-1x0-sem-eno.webp","15648","cf1c1c8094529a01a47e2ac3eb6a8c8942be4bb9931ba0bd3997553715941688"
"00288","cartoes-e-papelaria","tag 48x88mm em reciclato 240g 4x4 sem enobrecimento furo 4mm","00288_524x524-100-tag-48x88mm-em-reciclato-240g-4x4-sem-enobrecimento-furo-4mm_4476_93.webp","00288-tag-48x88mm-em-reciclato-240g-4x4-sem-enobrecimento-fur.webp","cartoes-e-papelaria/00288-tag-48x88mm-em-reciclato-240g-4x4-sem-enobrecimento-fur.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00288-tag-48x88mm-em-reciclato-240g-4x4-sem-enobrecimento-fur.webp","15698","9b2eeb5ec6907af90d98d2105a0032f4a075bc4ba46609aa2633a22143eea1a4"
"00289","cartoes-e-papelaria","tag cartela capelinha para 1 par de brinco 40x48mm em papel cartao 250g 4x0 sem enobrecimento faca padrao","00289_524x524-100-tag-cartela-capelinha-para-1-par-de-brinco-40x48mm-em-papel-cartao-250g-4x0-sem-enobrecimento-faca-padrao_73053.webp","00289-tag-cartela-capelinha-para-1-par-de-brinco-40x48mm-em-p.webp","cartoes-e-papelaria/00289-tag-cartela-capelinha-para-1-par-de-brinco-40x48mm-em-p.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00289-tag-cartela-capelinha-para-1-par-de-brinco-40x48mm-em-p.webp","3152","161b4e38ec6101b4f53e1b4222d5288508676a1f764f9c554df31d5301e31065"
"00290","cartoes-e-papelaria","tag cartela gravatinha 1 par de brinco 1 colar 98x40mm em papel cartao 250g 4x0 sem enobrecimento faca padrao","00290_524x524-100-tag-cartela-gravatinha-1-par-de-brinco-1-colar-98x40mm-em-papel-cartao-250g-4x0-sem-enobrecimento-faca-padrao_73044.we","00290-tag-cartela-gravatinha-1-par-de-brinco-1-colar-98x40mm.webp","cartoes-e-papelaria/00290-tag-cartela-gravatinha-1-par-de-brinco-1-colar-98x40mm.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00290-tag-cartela-gravatinha-1-par-de-brinco-1-colar-98x40mm.webp","2894","5947fb3f9b52aea03b94ccf6b0c4c2ec661e631adf49a7db66dc094c1e04c385"
